"coefficient","Author"
0,"Jo M. Sterck-Proot"
0,"Piet de Rooy"
0,"Kees Vuyk"
0,"W.K. van Dedem"
0,"Percy B. Lehning"
0,"Gerben Wynia"
0,"E.J. Dommering"
0,"J.W. van der Linden"
0,"S.C. Dik"
0,"R. Eeckhout"
0,"S.F. Witstein"
0,"Karel Jonckheere"
0,"M.C.A. Brongers"
0,"William Davids"
0,"J.C. Bruijn"
0,"A.S. de Blécourt"
0,"Dirk Geeraerts"
0,"M.R. Dijkman"
0,"Henriette Roland Holst-van der Schalk"
0,"Elizabeth Visser"
0,"G.W. Bruinsma"
0,"A. Kluijver"
0,"Emiel van der Donck"
0,"Nico de Haas"
0,"Thomas Vaessens"
0,"Em. Kummer"
0,"George Meir"
0,"G. Révész"
0,"B.N. Teensma"
0,"Alfred G.H. Kerckhoffs"
0,"N.A. Donkersloot"
0,"Car Flanders"
0,"M. Revis"
0,"Frans Drion"
0,"H.L. de Beaufort"
0,"T.M. Verhage-van den Berg"
0,"Willy Vandeweghe"
0,"Jan Rogier"
0,"Theodoor Rodenburg"
0,"C. Moeyaert"
0,"B.J.F. Varenhorst"
0,"L. Arts"
0,"J.M. Kramer"
0,"Jakob Karel Willem Quarles van Ufford"
0,"Annie Versprille"
0,"Daniël Veegens"
0,"Jef Last"
0,"G. Vrijmoed"
0,"F.A. Stoett"
0,"J. van Geuns"
0,"Willem Bernard Johannes van Eyk"
0,"F.W. Grosheide"
0,"Abraham Benjamin Cohen Stuart"
0,"Dirk Drijver"
0,"Chris van der Weye"
0,"H. Coppieters"
0,"Evert van den Berg"
0,"Willem G. Weststeijn"
0,"Willem Pieter Wolters"
0,"Paul Van de Woestijne"
0,"Kees van der Waerden"
0,"Serge Govaert"
0,"Jan ten Brink"
0,"J.A. Eigeman"
0,"Willem Caland"
0,"Frans Coenen"
0,"L. de Vlaming"
0,"Willem Schrickx"
0,"Willem van Maanen"
0,"H.C. ten Berge"
0,"Han de Vries"
0,"Frans Delbeke"
0,"Kees Bokweide"
0,"S. Vissering"
0,"C.E. Hooykaas"
0,"Helma Wolf-Catz"
0,"A.P. van Goudoever"
0,"Johan Adam Wijnne"
0,"E.J.P. Jorissen"
0,"E.D. van Dissel"
0,"J. Saks"
0,"J.R. Thorbecke"
0,"J.A. Huisman"
0,"Jean-Marie Gantois"
0,"Frans Kingma"
0,"Tobias van Westrheene Wzn"
0,"Lyckle de Vries"
0,"P.H.J.T. Ververgaert"
0,"Albert Eekhof"
0,"Theo Oudkerk Pool"
0,"H.F.A. van der Lubbe"
0,"F.E. Frenkel"
0,"J. Slauerhoff"
0,"F.J.J. Buytendijk"
