"coefficient","Author"
-0.33913205650806,"Jos. de Klerk"
-0.33913205639066,"Semper Jejunus"
-0.33913205627326,"Jozef Jacobs"
-0.339038197566028,"J. Faber"
-0.338411691600652,"P. Feenstra jr."
-0.338360046380014,"J.P.A. François"
-0.337633558054578,"Hendrika Ghijsen"
-0.336694649591274,"Jan de Gruyter"
-0.336541461931625,"G.W.J. Bruins"
-0.336358744264283,"Frans Maurits de Jaeger"
-0.336328327514424,"J.W. Marmelstein"
-0.336328063606252,"E.C. van Leersum"
-0.336328063550183,"Valentijn Hepp"
-0.336315991283576,"Léonce Reypens"
-0.336315991131218,"Maurits van Hoeck"
-0.335480044441944,"Charles van Iersel"
-0.333712591646996,"Reinier van der Meulen Rz."
-0.333559525816664,"Johannes Henricus Scholten"
-0.333547642108903,"F. den Eerzamen"
-0.333529550407575,"Teatse Eeltsje Holtrop"
-0.333529542961535,"Theodoor Jan Stomps"
-0.333529287116584,"J.J. van Hille"
-0.333529287046522,"C.J.K. van Aalst"
-0.333529286836272,"W.J.J.C. Bijleveld"
-0.333528912773707,"G.E. Opstelten"
-0.332624625826248,"Lodewijk Ontrop"
-0.331307734072461,"J.J. Boasson"
-0.330808149187211,"H.L. van Duyl"
-0.330748047921935,"Jan Slingenberg"
-0.330748047834318,"J.W. Teillers"
-0.330748047746703,"K. Jansma"
-0.330735935673991,"Bernard Verhoeven"
-0.330735718090325,"E.H.J. Bernaerts"
-0.330735717866245,"Juliaan De Vriendt"
-0.330709274149455,"Jan L. Walch"
-0.330155811932724,"André Jolles"
-0.330099934688772,"Jozef van Mierlo"
-0.329557870151881,"Johan Huizinga"
-0.329487867394595,"Jo van Ham"
-0.328459499689975,"M. Schönfeld"
-0.328302935841738,"C.E. Hooykaas"
-0.32813245084502,"J.B. Schepers"
-0.328103242948289,"Abraham Benjamin Cohen Stuart"
-0.328043505614432,"N.J. Polak"
-0.328043504871917,"D. Merens"
-0.328013642585677,"C. Wolterbeek"
-0.327983112383672,"F.K.H. Kossmann"
-0.327971661852154,"Gerard Bruning"
-0.327971455964423,"Arthur Boon"
-0.327931486189083,"J.A.A.H. de Beaufort"
-0.327836634271097,"L.M.A. von Schmid"
-0.327747262541348,"Jan van Nijlen"
-0.326415762805546,"J.J.L. Duyvendak"
